company_name,phone,address,postal_code,municipality,province,business_purpose,social_capital,start_date,coordinates,url
LUXURY REAL ESTATE TENERIFE SL,034922788,"AVDA ANTONIO DOMINGUEZ, 20-EDIFICIO PORTOSIN, LOCA",38650,Arona,Santa Cruz de Tenerife,"La sociedad tiene por objeto: 1.- 68.31º.- Servicios de intermediación para actividades inmobiliarias. 2.- 66.30..- Actividades de gestión de fondos 3.- 41.01..- Construcción de edificios residenciales. 4.-La importación, exportación, compra y venta al mayor y al menor, de máquinas, mobiliario, etc","3.000,00 Euros",11/04/2025,"28.05628842327527,-16.7232897653716",https://www.datoscif.es/empresa/luxury-real-estate-tenerife-sl
LA FONDA PAISA PARRILLA SL,+34922804235,"AVDA JUAN CARLOS I- CENTRO COMERCIAL MULTICENTRO, N",,Arona,Santa Cruz de Tenerife,"Artículo 2..- Objeto.- La sociedad tiene por objeto las actividades que se relacionan a continuación, si bien tiene por actividad principal la correspondiente con el epígrafe CNAE: 56.11 Servicios de comidas y bebidas, de la Clasificación Nacional de Actividades Económicas 2025 (CNAE-2025): 01 Agric","3.000,00 Euros",20/03/2025,,https://www.datoscif.es/empresa/la-fonda-paisa-parrilla-sl
INNOVA SPHERE SL,+34922254869,"C/ ELIAS SERRA RAFOLS, 14 1º 102 38204",38201,San Cristóbal de La Laguna,Santa Cruz de Tenerife,"El Código CNAE del objeto de la sociedad es el 4755. Constituye el objeto de la compañía el siguiente: ..- El comercio y reparación de todo tipo de productos electrónicos., etc","3.750,00 Euros",07/04/2025,"28.48199519272621,-16.3143536542118",https://www.datoscif.es/empresa/innova-sphere-sl
SOFPACH TENERIFE SL,+34778001830,"RBLA DE LOS MENCEYES, 10-CENTRO COMERCIAL PUNTA LA",38530,Candelaria,Santa Cruz de Tenerife,"Artículo 2..- OBJETO.- La Sociedad tiene por objeto: La compraventa y promoción de bienes inmuebles de naturaleza urbana para su arrendamiento y la tenencia de participaciones en el capital de otras entidades, residentes o no en territorio español, que tengan como objeto social principal la adquisic","383.000,00 Euros",15/05/2025,"28.36596667635027,-16.3663298493762",https://www.datoscif.es/empresa/sofpach-tenerife-sl
VOYENVAN CANARIAS SL,+34633660804,"CMNO LAS MANTECAS, 36, CUESTA (LA) 38320",38320,San Cristóbal de La Laguna,Santa Cruz de Tenerife,OBJETO: La sociedad tiene por objeto: Venta de automóviles y vehículos de motor ligeros. Código N.A.C.E. 4511. - a Mantenimiento y reparación de vehículos de motor. Código N.A.C.E. 4520.  Comercio al por mayor de repuestos y accesorios de vehículos de motor. N.A.C.E. 4531. Comercio al por menor de re,"3.000,00 Euros",25/04/2025,"28.46351545778711,-16.2950419675265",https://www.datoscif.es/empresa/voyenvan-canarias-sl
FERRER & HANS SL,512144496,"PSAJE DE MIRAMAR, 167 3º 3 43830",43830,Torredembarra,Tarragona,Otras actividades de consultoría de gestión empresarial. Actividades de sociedades holding,"3.000,00 Euros",01/04/2025,"41.14345159176447,1.405640377360775",https://www.datoscif.es/empresa/ferrer-hans-sl
GESTION PLATIER SL,+34646225837,"C/ POU, 1, SEGUR DE CALAFELL 43880",43820,Calafell,Tarragona,Representación e intermediación en el sector automovilístico.- Intermediación comercial de todo tipo de productos y maquinaria. Intermediación en el sector inmobiliario,"3.000,00 Euros",07/04/2025,"41.19906285785155,1.570597282921864",https://www.datoscif.es/empresa/gestion-platier-sl
ADISAR DADA MEDIA SL,+34916165875,C/ HALCON 5,28109,Alcobendas,Madrid,"La construcción de edificios, compraventa de bienes inmuebles por cuenta propia, promoción inmobiliaria, adquisición, explotación y enajenación, por cualquier título de bienes inmuebles, rústicos y urbanos, su administración, reforma rehabilitación y arrendamiento de tales bienes y su venta total y","3.000,00 Euros",13/05/2025,"40.52498562524761,-3.62663956428665",https://www.datoscif.es/empresa/adisar-dada-media-sl
ABDEL E ISA GUERRERO PELUQUEROS SL,+34602448686,AVDA DE LA HISPANIDAD 16 - LOCAL 9,28945,Fuenlabrada,Madrid,PELUQUERIAS Y BARBERIAS,"3.000,00 Euros",15/05/2025,"40.29242905777220,-3.78514403327747",https://www.datoscif.es/empresa/abdel-e-isa-guerrero-peluqueros-sl
ELEVATE DINING GROUP SL,349602594,C/ HUESCA 16 1-6,28020,Madrid,Madrid,"La sociedad tendrá por objeto las Siguientes actividades.. Actividad principal CNAE 5611 - Restaurantes. Otras actividades; 6612 Puestos de comidas, 5621 Servicios ocasionales de catering, 5622 Servicios regulares de catering y otros servicios de comides, 5630 Servicios de bebidas, 5640 Actividades","3.000,00 Euros",16/05/2025,"40.45782655731425,-3.69744640713764",https://www.datoscif.es/empresa/elevate-dining-group-sl
MEJICO11ARDEMANS SL,+34914428817,C/ MEJICO 11 - BAJO 4 D,28028,Madrid,Madrid,PROMOCION INMOBILIARIA,"41.500,00 Euros",29/04/2025,"40.43616698703683,-3.67446751415520",https://www.datoscif.es/empresa/mejico11ardemans-sl
NEW DETRA SL,118395145,Not available,,-,Madrid,"El comercio al por mayor de equipamiento y mobiliario de oficina.  Todas las citadas operaciones podrán ser realizadas por la Sociedad, ya directamente, ya indirectamente mediante la titularidad de acciones o participaciones en sociedades de objeto análogo o mediante cualquiera otra forma admitida..","3.000,00 Euros",01/04/2025,,https://www.datoscif.es/empresa/new-detra-sl
MAISONS PARTICULIERES SL,349157650,C/ COSTA RICA 13 2 A-,28016,Madrid,Madrid,"LA REALIZACION DE TODO TIPO DE ACTIVIDADES DE CARACTER INMOBILIARIO,","3.000,00 Euros",28/04/2025,"40.45877744524132,-3.67336695934224",https://www.datoscif.es/empresa/maisons-particulieres-sl
THE IMAGINE HOUSE SL,+34913101314,AVDA DEL COMANDANTE FRANCO 24,28016,Madrid,Madrid,"a) La organización de congresos, reuniones, mesas de trabajo, simposios, asambleas, exposiciones, ferias, cursos de formación o cualquier otro evento divulgativo, formativo, turístico o intelectual. c) La prestación de todo tipo de servicios relativos a la comunicación, información y divulgación","3.000,00 Euros",25/03/2025,"40.46575078253171,-3.67424352877583",https://www.datoscif.es/empresa/the-imagine-house-sl
CARUPANADAS SPAIN SL,+34917454131,C/ PRINCIPE DE VERGARA 33 5º - IZQUIERDA,28001,Madrid,Madrid,"La gestión, explotación y desarrollo de los negocios de actividad de hostelería y restauración mediante la explotación de bares, restaurantes, discotecas, cafeterías, hasta:es o hoteles, o cualquier negocio desarrollado con la hostelería. - La elaboración, producción y venta de todo tipo de comidas","3.000,00 Euros",23/04/2025,"40.42665369682562,-3.68063616056056",https://www.datoscif.es/empresa/carupanadas-spain-sl
GAINERSVILLE SL,+34917364248,C/ PRINCIPE DE VERGARA 112 4º,28002,Madrid,Madrid,"-la constitución, participación por si misma o de forma indirecta en la gestión y control de otras empresas y sociedades; -la adquisición, enajenación, tenencia y explotación de bienes inmuebles; vehículos de todo tipo, época y lugar; máquinas de todo tipo; pinturas de todo tipo y época; esculturas","3.000,00 Euros",09/05/2025,"40.43975372683499,-3.67851995760659",https://www.datoscif.es/empresa/gainersville-sl
LIVE HOLDING 2025 SL,+34910418793,C/ VILLABLINO 28 3ª 2,28947,Fuenlabrada,Madrid,"Actividad principal: Compraventa de bienes inmobiliarios por cuenta propia que se encuentra comprendida en el epígrafe CNAE (68.11). Además, tendrá las siguientes actividades: Compra, venta, explotación comercial de bienes inmuebles, importación, exportación y consultoría de marketing","3.000,00 Euros",16/05/2025,"40.26092340451176,-3.74448483915327",https://www.datoscif.es/empresa/live-holding-2025-sl
SENSIBLE MAGIC SL,349155525,C/ HORTALEZA 96 2 A,28004,Madrid,Madrid,ACTIVIDADES DE SOCIEDADES HOLDING,"63.000,00 Euros",25/04/2025,"40.42459931844390,-3.69781132801179",https://www.datoscif.es/empresa/sensible-magic-sl
FRANATICA SERVICES SL,+34918140064,"C/ FRANCIA 15 - LOCAL 27, NAVE 5",28971,Griñón,Madrid,"Alquiler de maquinaria y equipo de uso agrícola Reparación y mantenimiento de maquinaria, Alquiler de automóviles y vehículos de motor ligeros, Alquiler de otra maquinaria, equipos y bienes tangibles n.c.o.p. , Depósito y almacenamiento, Alquiler de maquinaria y equipo para la construcción e","3.000,00 Euros",27/05/2025,,https://www.datoscif.es/empresa/franatica-services-sl
BELAGUA ATOCHA SL,+34916260700,PASEO CLUB DEPORTIVO 1 - PARQUE EMPRESARIAL LA FIN,28223,Pozuelo de Alarcón,Madrid,"La sociedad tiene por objeto la compraventa, arrendamiento no financiero y explotación de hoteles y demás establecimientos de hotelería, restauración y demás servicios de alojamiento","3.000,00 Euros",14/04/2025,"40.41913154107309,-3.80077570050490",https://www.datoscif.es/empresa/belagua-atocha-sl
ESTETICA DENTAL SANTIAGO G. ZURDO SL,+34916403749,"C/ ALHELI 1 - PORTAL 2, PLANTA BAJA PUERTA B",28231,Las Rozas de Madrid,Madrid,"La sociedad tiene por objeto principal, como sociedad de intermediación y por medio de los profesionales, con titulación adecuada y previa obtención de los oportunos permisos administrativos, en su caso: - El desarrollo de la actividad de fabricación, reparación y adaptación de prótesis dentales..","3.000,00 Euros",29/04/2025,,https://www.datoscif.es/empresa/estetica-dental-santiago-g-zurdo-sl
CLEAN BY C Y V SL,349120385,AVDA PIRINEOS 3 2º - LOFT 221,28703,San Sebastián de los Reyes,Madrid,"-Otras actividades de limpieza industrial y de Edificios. Construcción de edificios. - La prestación de servicios de manejo de grúas en obras civiles: montaje y desmontaje de grúas, el transporte y elevación de materiales, la realización de maniobras especiales con grúas,","3.000,00 Euros",22/05/2025,"40.54810994884635,-3.61044046706690",https://www.datoscif.es/empresa/clean-by-c-y-v-sl
DARLEY REFORMAS SL,+34655034455,C/ SAN LORENZO 8 A - INTERIOR MEDIO,28004,Madrid,Madrid,"Construcción de Edificios no residenciales. Transporte de Mercancías por carretera. Limpieza general de edificios. Servicios integrales a edificios e instalaciones. La sociedad tendrá como objeto principal: ""Construcción de edificios residenciales"".CNAE.- 4101.","3.005,00 Euros",08/05/2025,"40.42490295596836,-3.69957977607775",https://www.datoscif.es/empresa/darley-reformas-sl
SABOR Y DESCONTROL LATINO SL,+34914450713,C/ PABLADURA DEL VALLE 27 - LOCAL 4,28037,Madrid,Madrid,OTRAS ACTIVIDADES RECREATIVAS Y DE ENTRETENIMIENTO .  RESTAURANTES PUESTOS DE COMIDA,"3.000,00 Euros",07/05/2025,"40.42799735342850,-3.61625049210316",https://www.datoscif.es/empresa/sabor-y-descontrol-latino-sl
POTENCIA AHORROS ENERGETICOS SL,+34913146673,PASEO DE LA CASTELLANA 257 - TORRE SUR,28046,Madrid,Madrid,"Otras actividades de apoyo a las empresas.1. Servicios de hostelería y de restauración. 2. Construcción, instalaciones y mantenimiento. 3. Comercio al por mayor y al por menor. Distribución comercial. Importación y exportación. 4. Actividades Inmobiliarias. 5. Industrias manufactureras y textiles","1.000,00 Euros",22/05/2025,"40.47513839107579,-3.68856304475359",https://www.datoscif.es/empresa/potencia-ahorros-energeticos-sl
PSICOLOGOS MADRID PURA VIDA SL,+34645286468,C/ BATALLA DEL SALADO 7 - ENTREPLANTA,28045,Madrid,Madrid,"Los servicios de psicología, psiquiatría, pedagogía y similares. Los servicios de consultoría sobre temas sanitarios y parasanitarios. El arrendamiento y subarrendamiento de bienes inmuebles por cuenta propia","3.000,00 Euros",13/03/2025,"40.40343032617762,-3.69547544791710",https://www.datoscif.es/empresa/psicologos-madrid-pura-vida-sl
KUO PLAZA HOSTELERIA SL,+34670763998,"C/ JOAQUIN TURINA - NUMERO 66, LOCAL",28044,Madrid,Madrid,"La actividad principal de la Sociedad es : Servicios de Bebidas.  Pudiendo dedicarse la Sociedad además a: La explotación de negocios de hostelería directamente o por contrata o concesión de ,Intidades públicas y privadas, tales como bares, cervecerías, marisquerías, cafeterías, pizzerías,..","1.000,00 Euros",19/05/2025,"40.37232632117234,-3.75893417750189",https://www.datoscif.es/empresa/kuo-plaza-hosteleria-sl
NUTRISCIENCE LABS SL,+34697748599,C/ FRAY LUIS DE LEON 4 2º C,28231,Las Rozas de Madrid,Madrid,"LA IMPORTACION, EXPORTACION, VENTA AL POR MAYOR, VENTA AL POR MENOR, DISTRIBUCION, REPRESENTACION Y COMERCIALIZACION DE COMPLEMENTOS ALIMENTICIOS, PRODUCTOS NUTRACEUTICOS Y PRODUCTOS RELACIONADOS CON LA SALUD Y EL BIENESTAR, TANTO A NIVEL NACIONAL COMO INTERNACIONAL","3.000,00 Euros",07/05/2025,,https://www.datoscif.es/empresa/nutriscience-labs-sl
CORBATOVA SL,346444498,CALLE MIGUEL DE CERVANTES Número3,28978,Cubas de la Sagra,Madrid,Actividades de consultoría informática y gestión de instalaciones informáticas,"20,00 Euros",20/05/2025,"40.19172156478987,-3.83427153012799",https://www.datoscif.es/empresa/corbatova-sl
ALONJOR CAB SL,+34917677480,C/ CINCEL 6 1 - OFICINA 19,28521,Rivas-Vaciamadrid,Madrid,Actividad Principal: 4933 Servicios de transporte de pasajeros bajo demanda en vehículos con conductor Principal Otras actividades: 41.01 / Construcción de edificios residenciales. 4399 Otras actividades de construcción especializada. 5610 Restaurantes y puestos de comida 6810 Compraventa de bienes,"3.000,00 Euros",09/05/2025,"40.34950758552994,-3.54223409211452",https://www.datoscif.es/empresa/alonjor-cab-sl
RAICES HOUSE SL,503760334,CALLE MIÑO Número3,28864,Ajalvir,Madrid,"Conservación, restauración y otras actividades de apoyo al patrimonio cultural","200,00 Euros",01/06/2025,"40.50131668398215,-3.48044101290998",https://www.datoscif.es/empresa/raices-house-sl
LOGISTICA LEARI SL,+34608085405,"C/ OSLO 34 - PUERTA B, PLANTA 3",28922,Alcorcón,Madrid,Alquiler de camiones. Reparación y mantenimiento de vehículos de motor. Transporte de mercancías por carretera,"16.500,00 Euros",30/05/2025,"40.34420676606313,-3.84363578620076",https://www.datoscif.es/empresa/logistica-leari-sl
